authorId,authorProfile,author,dateCreated,text
100000771248918,https://www.facebook.com/tarig.fox,طارق حجر,2022-10-18T08:58:15.000Z,"طالما ان ميس حي ليس هناك أحقية لاحد في البالون دور ..
وجنون ريال سرقوزة"
100004566697637,,Ghadeer Saleh,2022-10-18T07:38:52.000Z,"الصحفي: من الافضل ميسي ام كريستيانو؟
بونجاح : نحن الثلاثة لا نحب المقارنة شاهدونا واستمتعوا فقط"
100006665748765,https://www.facebook.com/people/Saleh-Bani-Issa/100006665748765/,Saleh Bani Issa,2022-10-18T07:38:46.000Z,البحث عن القاب بيتيس
100086521525450,https://www.facebook.com/people/madridian-sarcastic-%D9%85%D8%AF%D8%B1%D9%8A%D8%AF%D9%8A-%D8%B3%D8%A7%D8%AE%D8%B1/100086521525450/,madridian sarcastic مدريدي ساخر ,2022-10-18T07:52:09.000Z,"بنزيما يتوج بالكرة الذهبية لأول مرة في تاريخه 
رونالدو و ميسي في سوق الجمعة 🔥:"
100027160072359,https://www.facebook.com/people/Mohammad-Abo-Othman/100027160072359/,Mohammad Abo Othman,2022-10-18T12:02:06.000Z,مبروك للاعب كمال النينجا بعد فوزه بجائزة  الدكة الذهبية من فئة الشباب 💜
100006945077445,https://www.facebook.com/people/Mohammed-Adam-Hussin/100006945077445/,Mohammed Adam Hussin,2022-10-18T07:53:04.000Z,عدا غافي 🤭
100053888773012,https://www.facebook.com/aboalwa.alhassan,Ali Hassan Beerka,2022-10-18T07:43:28.000Z,غافي عندما مر ابو ابراهيم بجانبه 🤣🤣🤣
100054888707470,https://www.facebook.com/ali.kuti.370,Ali Kuti,2022-10-18T07:46:55.000Z,ريمونتادا قريباً
100019635166320,https://www.facebook.com/people/%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%86-%D8%B3%D8%B9%D9%8A%D8%AF-%D8%A7%D9%84%D8%A7%D8%AB%D9%88%D8%B1%D9%8A/100019635166320/,عبد الرحمن سعيد الاثوري,2022-10-18T08:29:06.000Z,"تشافي: تعمدنا خسارة لنركز على دوري الابطال
الصحفي: لكنكم خرجتم منه ايضا
تشافي: ماتمـ ـنيـ ـكش"
100010550387362,https://www.facebook.com/people/%D8%AC%D9%88%D8%A7%D8%AF-%D9%83%D8%A7%D8%B8%D9%85-%D8%A7%D9%84%D8%AD%D8%B1%D8%A8%D9%8A/100010550387362/,جواد كاظم الحربي,2022-10-18T07:38:04.000Z,‏أنتهت فرحة الكلاسيكو رغم أن فيها حسم للصدارة، أعرف فريق ظل يحتفل بفوزه بالكلاسيكو ثلاث أسابيع
100049445952371,https://www.facebook.com/waleed.karar.58,Waleed Karar,2022-10-18T07:27:09.000Z,كيف اقنعكم انني كنت اقصد الكرة الذهبية😭
100077642817468,https://www.facebook.com/profile.php?id=100077642817468,Îl Yës,2022-10-18T07:17:52.000Z,"الحكم: أنا لاامزح..! 
من منكم كيليني؟"
100000136407765,,Binkkour Walid,2022-10-18T07:16:41.000Z,"انيستا  +تشافي + ليفا + سواريز + الوحوس= صفر😂🤣
بنزيما == 1 كرة ذهبية 🤍❤"
100064509454013,https://www.facebook.com/ahmed.alnader.16,Ahmed Alnader,2022-10-18T07:34:59.000Z,شاهد اهداف ومهارات لاعب الريال تشواميني الذي سيأخذ القولدن بوي العام القادم
100009137939498,https://www.facebook.com/people/Mohamad-Hamado/100009137939498/,Mohamad Hamado,2022-10-18T09:18:51.000Z,حمدون 😂
100075492940170,,فما حاجة,2022-10-18T07:03:55.000Z,نظرات جافي لعمو☺️☺️
